age,annual_income,loan_amount,credit_score,credit_history_years,debt_to_income_ratio,num_delinquencies,num_open_accounts,recent_credit_inquiries,savings_balance,employment_years,interest_rate,loan_tenure_months,employment_status,rent_or_own,loan_purpose,region,default
68,24255.0,81620.0,724.0,10.0,0.77,0,10,0,20943.0,5.0,16.0,15.0,Salaried,Rent,Home improvement,North,0
50,34931.0,103483.0,742.0,6.0,0.266,2,12,3,49462.0,1.0,10.01,11.0,Salaried,Rent,Debt consolidation,South,0
65,115758.0,13659.0,607.0,5.0,0.133,0,2,6,66404.0,2.0,8.84,4.0,Salaried,Own,Medical,West,1
69,53384.0,11104.0,786.0,21.0,0.366,0,4,0,10416.0,5.0,9.2,33.0,Salaried,Mortgage,Medical,South,0
24,69781.0,15623.0,647.0,13.0,0.203,0,1,2,25957.0,3.0,6.11,38.0,Salaried,Own,Home improvement,East,0
38,36911.0,85087.0,671.0,10.0,0.121,0,1,1,69802.0,6.0,15.73,56.0,Salaried,Rent,Other,South,0
56,58925.0,41422.0,657.0,18.0,0.193,0,11,1,63019.0,2.0,10.93,19.0,Contract,Rent,Debt consolidation,West,0
60,28150.0,66043.0,659.0,9.0,0.53,0,4,0,64665.0,14.0,12.58,26.0,Unemployed,Rent,Other,West,0
28,63255.0,46584.0,661.0,12.0,0.331,0,11,5,77872.0,10.0,14.09,8.0,Unemployed,Rent,Medical,Central,1
36,73413.0,10000.0,624.0,1.0,0.368,2,4,1,25155.0,11.0,9.96,38.0,Salaried,Own,Home improvement,Central,0
47,71420.0,10811.0,732.0,17.0,0.152,0,8,6,12790.0,9.0,14.03,14.0,Unemployed,Rent,Debt consolidation,Central,0
60,36426.0,13067.0,696.0,11.0,0.188,0,6,2,57036.0,6.0,5.0,25.0,Contract,Mortgage,Debt consolidation,North,0
26,49606.0,14891.0,682.0,31.0,0.351,0,8,3,31674.0,15.0,10.37,7.0,Self-employed,Rent,Debt consolidation,Central,0
50,80455.0,13244.0,746.0,8.0,0.127,0,3,0,12265.0,10.0,8.41,13.0,Contract,Mortgage,Home improvement,North,0
35,53301.0,14451.0,787.0,6.0,0.192,0,11,3,15516.0,4.0,12.27,18.0,Contract,Rent,Medical,East,0
31,51123.0,35610.0,604.0,1.0,0.178,0,4,5,4139.0,13.0,6.68,12.0,Self-employed,Own,Debt consolidation,West,1
46,170571.0,24388.0,779.0,26.0,0.131,0,9,1,27120.0,6.0,11.63,7.0,Contract,Own,Debt consolidation,West,0
41,35488.0,54986.0,689.0,9.0,0.342,1,8,0,20017.0,6.0,12.75,39.0,Salaried,Own,Home improvement,North,0
52,108470.0,26606.0,616.0,12.0,0.166,0,6,4,44222.0,14.0,7.6,42.0,Unemployed,Rent,Home improvement,East,1
36,31727.0,13264.0,713.0,10.0,0.303,2,2,0,10208.0,3.0,5.04,46.0,Salaried,Rent,Debt consolidation,West,0
61,85830.0,25371.0,684.0,9.0,0.321,4,3,1,47569.0,11.0,10.27,29.0,Contract,Own,Debt consolidation,North,1
24,88387.0,10000.0,737.0,12.0,0.226,0,7,1,41131.0,12.0,14.57,4.0,Self-employed,Rent,Other,East,0
63,45220.0,10000.0,698.0,2.0,0.01,0,11,0,34843.0,5.0,15.03,7.0,Salaried,Rent,Home improvement,North,0
22,30650.0,35682.0,710.0,1.0,0.596,0,10,6,45411.0,7.0,12.76,13.0,Salaried,Rent,Home improvement,North,1
57,20257.0,47275.0,666.0,6.0,0.19,1,3,0,18985.0,2.0,16.93,36.0,Salaried,Mortgage,Other,South,0
37,42689.0,23251.0,633.0,12.0,0.272,3,10,3,153964.0,7.0,9.73,10.0,Salaried,Own,Debt consolidation,South,1
39,79971.0,16424.0,731.0,14.0,0.297,0,3,1,55221.0,3.0,14.84,16.0,Salaried,Rent,Medical,East,0
21,33101.0,10000.0,661.0,10.0,0.081,1,8,0,7045.0,1.0,11.25,30.0,Salaried,Own,Education,Central,0
55,63153.0,52849.0,712.0,2.0,0.129,4,4,0,90062.0,2.0,13.63,53.0,Self-employed,Rent,Education,North,0
29,26581.0,31869.0,772.0,12.0,0.414,0,4,2,99713.0,2.0,12.39,21.0,Self-employed,Rent,Medical,West,0
53,52647.0,27402.0,681.0,13.0,0.364,0,2,4,38726.0,4.0,14.51,22.0,Salaried,Rent,Debt consolidation,North,0
56,31861.0,21947.0,729.0,5.0,0.062,1,3,4,14137.0,11.0,7.11,35.0,Salaried,Own,Home improvement,West,0
62,57360.0,15488.0,688.0,5.0,0.662,0,4,4,42876.0,7.0,12.52,17.0,Salaried,Mortgage,Debt consolidation,East,0
55,45452.0,10000.0,670.0,6.0,0.243,2,12,0,143235.0,8.0,14.85,40.0,Contract,Rent,Business,South,0
35,31110.0,26623.0,604.0,4.0,0.192,0,2,1,64516.0,6.0,11.5,17.0,Contract,Mortgage,Business,North,0
57,41673.0,14707.0,688.0,13.0,0.064,0,12,0,9498.0,3.0,18.14,27.0,Contract,Own,Business,West,0
61,35818.0,16027.0,681.0,6.0,0.079,0,4,6,72000.0,4.0,8.94,24.0,Unemployed,Rent,Medical,Central,1
36,29066.0,79888.0,642.0,5.0,0.247,1,11,1,31443.0,10.0,5.0,25.0,Salaried,Rent,Debt consolidation,East,0
27,108609.0,21246.0,578.0,12.0,0.076,1,1,4,5886.0,6.0,7.43,17.0,Salaried,Rent,Medical,East,1
64,49114.0,10000.0,598.0,3.0,0.406,0,11,1,56484.0,9.0,10.13,22.0,Contract,Mortgage,Medical,Central,0
28,17832.0,14741.0,788.0,16.0,0.259,0,9,2,84077.0,6.0,11.68,24.0,Salaried,Own,Medical,Central,0
50,42497.0,10393.0,692.0,19.0,0.221,3,12,2,7152.0,5.0,10.02,7.0,Contract,Mortgage,Debt consolidation,East,0
32,99021.0,19843.0,611.0,27.0,0.31,0,3,2,12917.0,11.0,9.91,9.0,Contract,Rent,Home improvement,South,0
27,39389.0,10000.0,657.0,5.0,0.116,0,5,2,18063.0,4.0,11.44,61.0,Salaried,Mortgage,Debt consolidation,East,0
59,136456.0,30492.0,691.0,13.0,0.407,0,12,1,41830.0,6.0,13.23,23.0,Self-employed,Rent,Education,East,0
28,37378.0,17640.0,715.0,7.0,0.333,1,4,0,7801.0,6.0,8.35,32.0,Self-employed,Own,Business,Central,0
53,78974.0,15417.0,677.0,8.0,0.102,0,10,1,54638.0,8.0,10.23,15.0,Contract,Own,Business,Central,0
54,105889.0,24642.0,801.0,1.0,0.099,4,13,1,45617.0,9.0,14.18,3.0,Unemployed,Rent,Education,South,0
23,76696.0,20796.0,804.0,10.0,0.277,0,6,6,28964.0,8.0,6.28,14.0,Unemployed,Own,Medical,North,0
29,28114.0,19910.0,711.0,6.0,0.093,0,12,1,32274.0,6.0,10.23,4.0,Self-employed,Own,Medical,East,0
59,35655.0,18618.0,670.0,11.0,0.13,0,5,4,12014.0,0.0,10.8,31.0,Salaried,Mortgage,Business,East,0
45,113953.0,21693.0,711.0,3.0,0.546,0,10,0,88388.0,7.0,9.89,46.0,Salaried,Rent,Other,West,0
26,38463.0,28492.0,617.0,7.0,0.229,0,4,3,73725.0,6.0,7.96,114.0,Salaried,Rent,Debt consolidation,East,1
69,102398.0,25938.0,745.0,10.0,0.259,3,1,0,24060.0,8.0,5.0,24.0,Salaried,Mortgage,Home improvement,West,0
33,47256.0,51285.0,699.0,8.0,0.337,0,10,4,9233.0,5.0,10.46,12.0,Salaried,Rent,Debt consolidation,East,0
21,64718.0,14618.0,624.0,5.0,0.238,0,2,1,57793.0,16.0,11.76,38.0,Salaried,Rent,Medical,West,0
66,27935.0,26333.0,658.0,10.0,0.19,0,8,2,15364.0,12.0,12.48,36.0,Unemployed,Rent,Education,North,0
21,42850.0,137940.0,722.0,12.0,0.385,1,8,1,13578.0,11.0,7.8,19.0,Salaried,Own,Debt consolidation,North,0
48,36997.0,21360.0,598.0,8.0,0.514,0,7,3,29744.0,4.0,13.45,5.0,Salaried,Rent,Business,South,1
69,67784.0,21990.0,641.0,11.0,0.08,0,10,5,28917.0,9.0,14.92,21.0,Unemployed,Own,Business,East,0
49,63023.0,10000.0,664.0,12.0,0.462,5,10,3,20837.0,14.0,15.24,34.0,Salaried,Rent,Other,West,1
49,77223.0,12901.0,744.0,4.0,0.43,0,1,0,21140.0,6.0,12.89,10.0,Salaried,Rent,Business,West,0
40,45716.0,20338.0,784.0,3.0,0.187,0,1,1,22008.0,8.0,12.44,23.0,Salaried,Own,Other,West,0
27,35896.0,32863.0,711.0,3.0,0.405,0,2,3,11169.0,18.0,16.17,59.0,Contract,Mortgage,Other,South,0
49,66204.0,35842.0,516.0,4.0,0.288,0,13,0,82982.0,5.0,14.62,33.0,Unemployed,Mortgage,Education,North,1
64,33987.0,28133.0,629.0,6.0,0.194,0,11,0,33194.0,2.0,8.76,25.0,Unemployed,Mortgage,Debt consolidation,North,0
25,108351.0,40258.0,850.0,4.0,0.245,0,1,4,24521.0,8.0,9.89,1.0,Salaried,Rent,Medical,Central,0
64,56219.0,10410.0,699.0,12.0,0.368,0,3,1,114712.0,5.0,10.77,38.0,Contract,Rent,Education,Central,0
41,50042.0,31783.0,547.0,4.0,0.151,0,5,2,124912.0,4.0,7.89,24.0,Salaried,Mortgage,Education,West,0
47,77203.0,22248.0,821.0,3.0,0.1,0,6,5,46656.0,14.0,7.63,13.0,Self-employed,Mortgage,Debt consolidation,South,0
29,57411.0,24189.0,617.0,8.0,0.465,0,13,2,19242.0,4.0,11.1,39.0,Salaried,Rent,Business,South,0
51,24054.0,16785.0,722.0,15.0,0.026,1,13,0,72882.0,6.0,11.81,11.0,Salaried,Rent,Debt consolidation,North,0
29,33397.0,10778.0,627.0,15.0,0.192,2,13,0,104557.0,6.0,10.65,32.0,Salaried,Rent,Other,West,0
34,107124.0,10000.0,811.0,5.0,0.332,0,8,4,27576.0,1.0,10.35,33.0,Contract,Own,Medical,North,0
56,62701.0,28015.0,612.0,2.0,0.103,0,13,0,71988.0,12.0,7.3,51.0,Self-employed,Mortgage,Debt consolidation,South,0
23,23745.0,31997.0,658.0,11.0,0.097,3,4,3,9457.0,3.0,9.41,52.0,Self-employed,Rent,Other,Central,1
42,72668.0,19987.0,748.0,1.0,0.166,0,7,2,35134.0,3.0,10.64,12.0,Unemployed,Own,Business,East,0
50,44020.0,21783.0,660.0,5.0,0.017,0,4,5,56318.0,2.0,10.67,21.0,Salaried,Own,Debt consolidation,West,0
27,37013.0,12834.0,717.0,12.0,0.065,2,6,0,9880.0,9.0,7.34,18.0,Salaried,Own,Debt consolidation,South,0
35,31899.0,32122.0,736.0,17.0,0.504,0,12,5,15736.0,7.0,12.03,18.0,Contract,Mortgage,Debt consolidation,North,0
37,103773.0,23051.0,700.0,6.0,0.306,5,11,0,17548.0,11.0,5.34,21.0,Salaried,Rent,Education,East,1
53,20312.0,16744.0,629.0,13.0,0.306,0,5,1,33938.0,4.0,7.28,26.0,Self-employed,Rent,Debt consolidation,South,0
68,37773.0,42174.0,647.0,7.0,0.115,3,10,3,6272.0,6.0,14.34,24.0,Salaried,Rent,Other,North,1
61,63964.0,35731.0,669.0,30.0,0.446,0,5,2,168313.0,4.0,8.07,21.0,Contract,Mortgage,Home improvement,West,0
30,142643.0,10000.0,722.0,10.0,0.181,1,1,2,21677.0,5.0,6.32,30.0,Contract,Mortgage,Medical,North,0
21,81196.0,22854.0,735.0,9.0,0.302,0,7,4,43684.0,4.0,10.68,20.0,Contract,Mortgage,Home improvement,North,0
23,37597.0,10736.0,701.0,8.0,0.219,1,3,0,22122.0,13.0,12.06,16.0,Contract,Own,Home improvement,East,0
50,138849.0,24456.0,729.0,17.0,0.396,2,13,2,161082.0,26.0,8.64,25.0,Self-employed,Rent,Home improvement,Central,0
28,28415.0,10000.0,602.0,1.0,0.102,0,12,5,12633.0,9.0,13.69,26.0,Self-employed,Rent,Medical,West,0
32,69282.0,25536.0,706.0,8.0,0.077,0,2,3,110794.0,7.0,10.16,9.0,Salaried,Rent,Home improvement,West,0
62,78298.0,37571.0,686.0,3.0,0.308,0,4,1,49186.0,16.0,10.11,33.0,Self-employed,Rent,Medical,South,0
63,36879.0,20270.0,717.0,3.0,0.271,2,6,6,67930.0,34.0,15.31,23.0,Salaried,Rent,Other,West,1
62,87875.0,10000.0,731.0,1.0,0.077,0,2,0,178302.0,8.0,11.68,7.0,Unemployed,Rent,Education,West,0
33,45133.0,95538.0,632.0,12.0,0.055,0,10,0,128321.0,3.0,6.51,2.0,Salaried,Mortgage,Debt consolidation,Central,0
51,87757.0,52416.0,684.0,7.0,0.286,0,10,2,123784.0,9.0,18.14,2.0,Salaried,Own,Medical,East,0
50,21769.0,14790.0,763.0,3.0,0.182,0,12,0,71680.0,1.0,12.51,31.0,Salaried,Rent,Other,Central,0
30,71987.0,18110.0,707.0,6.0,0.114,0,8,3,12311.0,15.0,9.21,23.0,Contract,Rent,Business,West,0
48,47731.0,10000.0,684.0,8.0,0.358,0,9,3,17555.0,5.0,14.49,29.0,Contract,Rent,Debt consolidation,Central,0
46,112683.0,31415.0,623.0,14.0,0.172,2,2,0,16479.0,7.0,7.91,15.0,Salaried,Rent,Home improvement,West,0
40,58443.0,10000.0,720.0,12.0,0.538,0,3,1,14082.0,2.0,8.04,24.0,Unemployed,Mortgage,Debt consolidation,North,0
57,119024.0,36307.0,614.0,2.0,0.442,0,10,2,30738.0,4.0,13.06,25.0,Salaried,Mortgage,Medical,West,0
54,79157.0,47546.0,680.0,3.0,0.381,0,4,0,51503.0,13.0,5.89,44.0,Salaried,Mortgage,Business,East,0
47,55819.0,20896.0,663.0,2.0,0.398,1,12,0,187919.0,9.0,14.48,28.0,Salaried,Mortgage,Debt consolidation,East,0
56,92339.0,10000.0,712.0,6.0,0.34,2,1,4,30508.0,8.0,10.13,66.0,Salaried,Rent,Debt consolidation,South,1
58,92664.0,56205.0,657.0,2.0,0.397,0,4,0,30672.0,7.0,13.14,17.0,Unemployed,Mortgage,Other,South,0
48,77618.0,22062.0,672.0,13.0,0.172,2,9,5,22692.0,2.0,13.6,38.0,Contract,Rent,Other,East,1
34,16971.0,23622.0,640.0,2.0,0.513,0,2,6,74937.0,6.0,16.88,15.0,Unemployed,Mortgage,Home improvement,South,1
58,34877.0,10953.0,676.0,10.0,0.323,0,4,3,163023.0,6.0,11.04,3.0,Salaried,Rent,Other,North,0
56,128189.0,25458.0,702.0,7.0,0.204,0,12,0,26732.0,7.0,16.65,10.0,Contract,Rent,Other,East,0
69,30008.0,18917.0,671.0,5.0,0.127,5,11,6,116898.0,5.0,12.07,10.0,Salaried,Rent,Home improvement,North,1
28,97280.0,10000.0,673.0,6.0,0.327,2,8,3,3341.0,9.0,14.49,1.0,Salaried,Own,Home improvement,North,0
41,88305.0,60174.0,699.0,4.0,0.419,2,11,1,94462.0,9.0,11.27,27.0,Unemployed,Rent,Home improvement,East,0
66,40168.0,82400.0,745.0,17.0,0.33,1,2,4,18038.0,7.0,13.12,15.0,Salaried,Rent,Medical,West,1
46,19983.0,47271.0,731.0,2.0,0.382,0,9,3,11843.0,17.0,12.94,5.0,Self-employed,Rent,Debt consolidation,South,0
67,43787.0,42261.0,619.0,7.0,0.15,0,2,4,10464.0,7.0,12.0,7.0,Salaried,Rent,Debt consolidation,South,0
21,187758.0,82771.0,732.0,8.0,0.469,0,3,5,35401.0,13.0,5.0,17.0,Salaried,Rent,Debt consolidation,North,0
22,37242.0,10040.0,765.0,9.0,0.123,0,11,5,42013.0,4.0,12.48,11.0,Contract,Rent,Debt consolidation,East,0
60,38683.0,10000.0,729.0,6.0,0.42,0,3,2,115634.0,7.0,11.47,44.0,Salaried,Rent,Education,Central,0
38,34590.0,16142.0,557.0,9.0,0.443,0,6,5,14028.0,19.0,9.39,19.0,Salaried,Rent,Medical,North,1
46,116790.0,27540.0,705.0,9.0,0.242,0,3,1,23051.0,3.0,7.91,34.0,Salaried,Own,Debt consolidation,West,0
41,52386.0,17686.0,766.0,12.0,0.268,0,2,1,39091.0,6.0,14.76,13.0,Contract,Mortgage,Debt consolidation,South,0
40,42436.0,10250.0,665.0,6.0,0.176,0,9,2,13828.0,22.0,9.01,27.0,Salaried,Rent,Medical,Central,0
67,130276.0,22120.0,850.0,13.0,0.389,0,2,0,6648.0,5.0,10.11,9.0,Salaried,Mortgage,Other,South,0
25,82349.0,20521.0,570.0,18.0,0.135,0,6,4,56169.0,19.0,7.98,10.0,Salaried,Rent,Home improvement,South,1
58,36112.0,41398.0,698.0,3.0,0.301,0,2,1,328416.0,12.0,15.69,7.0,Unemployed,Own,Other,West,0
64,30547.0,22775.0,730.0,4.0,0.218,0,2,2,93798.0,10.0,11.93,32.0,Salaried,Mortgage,Other,North,0
53,113209.0,10000.0,699.0,5.0,0.307,0,8,3,34480.0,12.0,10.17,26.0,Unemployed,Own,Education,West,0
40,60430.0,29410.0,698.0,6.0,0.461,1,8,5,23292.0,3.0,9.54,23.0,Contract,Rent,Business,South,0
28,25540.0,72138.0,633.0,12.0,0.413,1,12,6,52268.0,13.0,12.01,22.0,Salaried,Rent,Business,Central,1
54,22455.0,22510.0,658.0,10.0,0.157,0,9,5,67472.0,7.0,11.01,28.0,Salaried,Own,Other,North,1
43,32409.0,46176.0,722.0,18.0,0.137,0,11,2,10248.0,4.0,8.13,41.0,Salaried,Rent,Other,East,0
28,30281.0,15080.0,574.0,11.0,0.208,0,5,1,20160.0,6.0,14.11,4.0,Unemployed,Rent,Business,North,1
38,19432.0,33668.0,740.0,12.0,0.573,0,1,6,17953.0,11.0,5.5,25.0,Contract,Own,Other,Central,0
68,32705.0,12601.0,684.0,5.0,0.267,0,6,1,10149.0,8.0,8.22,24.0,Salaried,Mortgage,Business,Central,0
34,36117.0,18309.0,720.0,2.0,0.041,0,2,0,17421.0,5.0,12.92,6.0,Salaried,Rent,Debt consolidation,East,0
29,46422.0,18417.0,737.0,13.0,0.39,0,5,3,68241.0,9.0,14.83,2.0,Salaried,Mortgage,Debt consolidation,West,0
54,151919.0,31493.0,850.0,2.0,0.371,0,7,1,34242.0,3.0,6.49,20.0,Contract,Rent,Home improvement,Central,0
30,51701.0,11871.0,767.0,13.0,0.231,0,7,4,36582.0,6.0,12.68,22.0,Salaried,Rent,Business,North,0
66,54602.0,10000.0,624.0,3.0,0.163,0,11,6,131483.0,25.0,11.04,24.0,Salaried,Rent,Medical,West,1
63,79228.0,31338.0,809.0,1.0,0.014,2,3,4,18616.0,2.0,13.87,8.0,Salaried,Rent,Debt consolidation,East,0
69,52548.0,30467.0,541.0,10.0,0.228,0,10,1,86913.0,8.0,10.51,8.0,Salaried,Rent,Business,East,1
65,74614.0,23965.0,666.0,3.0,0.13,5,5,4,25391.0,11.0,10.35,5.0,Salaried,Mortgage,Business,Central,1
32,69866.0,44341.0,700.0,8.0,0.099,0,4,0,53147.0,7.0,13.51,21.0,Salaried,Rent,Debt consolidation,West,0
31,64050.0,18921.0,672.0,4.0,0.361,5,13,1,19638.0,6.0,16.81,2.0,Unemployed,Own,Debt consolidation,Central,1
37,274184.0,27201.0,705.0,5.0,0.398,0,10,5,53139.0,2.0,9.91,30.0,Salaried,Mortgage,Debt consolidation,South,0
44,98826.0,16942.0,681.0,6.0,0.139,2,13,5,72459.0,8.0,11.29,23.0,Contract,Mortgage,Other,North,1
64,33026.0,18143.0,761.0,14.0,0.34,2,5,3,52010.0,7.0,12.09,12.0,Contract,Own,Business,North,0
56,73396.0,28429.0,663.0,12.0,0.129,0,6,6,5286.0,2.0,16.32,20.0,Salaried,Rent,Debt consolidation,Central,0
52,38737.0,120567.0,684.0,1.0,0.468,0,4,1,48017.0,8.0,11.12,21.0,Self-employed,Own,Debt consolidation,Central,0
64,76530.0,38435.0,787.0,4.0,0.24,0,1,2,50433.0,4.0,12.47,6.0,Contract,Own,Education,East,0
52,28103.0,33238.0,743.0,15.0,0.401,4,4,6,34188.0,9.0,12.29,23.0,Salaried,Rent,Other,West,1
39,32556.0,39343.0,681.0,9.0,0.273,0,3,0,7588.0,12.0,13.17,12.0,Salaried,Rent,Education,North,0
41,72341.0,10000.0,716.0,3.0,0.13,3,5,1,26780.0,2.0,7.54,15.0,Salaried,Rent,Other,North,0
46,103644.0,27984.0,793.0,2.0,0.278,0,4,4,21318.0,16.0,13.09,8.0,Salaried,Rent,Business,North,0
25,78941.0,43602.0,614.0,7.0,0.174,0,3,3,189813.0,1.0,8.47,30.0,Self-employed,Own,Other,West,0
57,95776.0,23466.0,630.0,5.0,0.236,0,3,4,341762.0,10.0,6.56,61.0,Self-employed,Mortgage,Debt consolidation,North,0
52,73541.0,21325.0,658.0,4.0,0.343,0,6,0,20740.0,7.0,12.04,11.0,Salaried,Mortgage,Medical,South,0
56,65833.0,10884.0,702.0,6.0,0.085,0,1,1,73812.0,7.0,12.19,14.0,Contract,Mortgage,Debt consolidation,South,0
47,45386.0,15914.0,743.0,4.0,0.206,3,4,1,37047.0,8.0,13.39,18.0,Salaried,Own,Debt consolidation,South,0
59,93634.0,11788.0,648.0,7.0,0.283,1,2,2,31778.0,2.0,13.26,7.0,Contract,Rent,Home improvement,East,0
67,105207.0,46613.0,638.0,6.0,0.177,0,9,0,10687.0,3.0,12.27,23.0,Salaried,Own,Other,North,0
48,57831.0,67931.0,618.0,2.0,0.428,5,3,4,13651.0,5.0,14.09,34.0,Self-employed,Mortgage,Debt consolidation,North,1
42,56145.0,94023.0,638.0,7.0,0.457,3,9,1,45453.0,1.0,12.65,23.0,Salaried,Rent,Debt consolidation,East,1
26,143670.0,11644.0,654.0,8.0,0.065,0,13,4,16452.0,4.0,14.51,16.0,Salaried,Own,Other,South,0
59,59205.0,13342.0,571.0,3.0,0.422,2,8,2,32365.0,7.0,14.83,4.0,Contract,Rent,Medical,West,1
65,62419.0,12553.0,659.0,14.0,0.111,0,2,3,47193.0,10.0,14.71,19.0,Contract,Rent,Home improvement,West,0
55,78145.0,10261.0,632.0,10.0,0.322,1,5,2,9197.0,6.0,12.24,25.0,Salaried,Rent,Medical,South,0
63,56738.0,10386.0,681.0,6.0,0.488,0,7,2,32288.0,11.0,10.7,5.0,Contract,Own,Other,South,0
63,38132.0,14964.0,783.0,8.0,0.44,1,5,6,34850.0,7.0,15.35,27.0,Salaried,Rent,Education,South,0
60,73709.0,42440.0,602.0,22.0,0.095,0,12,3,74680.0,9.0,11.72,2.0,Salaried,Rent,Medical,West,0
45,58611.0,12857.0,746.0,4.0,0.122,0,5,2,33763.0,7.0,15.47,10.0,Salaried,Rent,Education,South,0
25,164924.0,48524.0,782.0,6.0,0.446,2,7,5,21831.0,15.0,8.8,30.0,Salaried,Rent,Debt consolidation,East,0
21,92378.0,61427.0,743.0,8.0,0.12,1,9,1,37427.0,4.0,11.46,15.0,Salaried,Mortgage,Education,South,0
31,43152.0,27278.0,709.0,7.0,0.25,0,2,2,207142.0,2.0,14.48,16.0,Unemployed,Own,Education,Central,0
42,89410.0,55373.0,762.0,6.0,0.251,0,10,1,24443.0,2.0,10.09,15.0,Salaried,Own,Home improvement,Central,0
57,70921.0,10000.0,725.0,6.0,0.289,1,2,3,106271.0,6.0,10.37,16.0,Salaried,Own,Medical,West,0
43,123030.0,14492.0,751.0,16.0,0.246,0,2,1,12392.0,1.0,8.4,32.0,Contract,Rent,Debt consolidation,West,0
22,44871.0,25389.0,697.0,7.0,0.369,1,9,4,5795.0,2.0,11.33,36.0,Salaried,Own,Medical,Central,0
31,66421.0,26041.0,632.0,4.0,0.333,0,9,1,55227.0,8.0,14.66,20.0,Self-employed,Rent,Debt consolidation,West,0
68,56698.0,64339.0,754.0,6.0,0.474,2,1,1,10969.0,2.0,10.92,18.0,Salaried,Mortgage,Medical,North,0
69,61831.0,10414.0,834.0,6.0,0.188,0,1,4,51575.0,9.0,9.2,33.0,Self-employed,Rent,Other,Central,0
39,36796.0,14725.0,671.0,5.0,0.21,0,10,4,31225.0,7.0,14.04,11.0,Salaried,Own,Other,North,0
60,82187.0,20666.0,691.0,4.0,0.179,0,6,0,57384.0,11.0,6.14,11.0,Salaried,Rent,Education,South,0
56,75349.0,14929.0,696.0,9.0,0.289,0,8,0,87260.0,6.0,13.43,39.0,Self-employed,Own,Other,West,0
66,121403.0,10077.0,609.0,8.0,0.095,2,1,0,36118.0,2.0,11.5,12.0,Unemployed,Rent,Business,Central,0
64,59545.0,15407.0,643.0,8.0,0.178,3,7,4,12023.0,16.0,9.52,16.0,Salaried,Mortgage,Debt consolidation,South,1
51,47738.0,18322.0,707.0,9.0,0.627,1,3,4,84469.0,5.0,12.16,34.0,Salaried,Rent,Education,South,0
40,92421.0,65229.0,685.0,10.0,0.046,0,2,2,4355.0,27.0,9.24,33.0,Salaried,Mortgage,Business,East,0
51,38684.0,10248.0,691.0,19.0,0.374,0,7,6,14012.0,8.0,12.65,8.0,Salaried,Rent,Home improvement,North,0
36,108743.0,40595.0,691.0,2.0,0.253,0,2,5,40169.0,4.0,11.25,31.0,Salaried,Rent,Business,East,0
38,108615.0,57188.0,684.0,1.0,0.162,0,5,1,37875.0,5.0,11.64,2.0,Contract,Mortgage,Medical,East,0
50,119552.0,14996.0,648.0,28.0,0.225,0,12,4,10777.0,5.0,13.5,16.0,Salaried,Own,Home improvement,East,0
48,73655.0,26767.0,714.0,20.0,0.145,1,6,4,40856.0,11.0,7.9,15.0,Unemployed,Own,Home improvement,South,0
49,45818.0,33927.0,708.0,5.0,0.45,0,4,2,11801.0,2.0,11.14,7.0,Self-employed,Mortgage,Medical,North,0
39,63580.0,29979.0,642.0,7.0,0.213,0,10,5,44367.0,8.0,14.6,10.0,Salaried,Mortgage,Debt consolidation,Central,0
41,73794.0,23426.0,713.0,11.0,0.371,0,3,4,21891.0,8.0,12.74,1.0,Salaried,Rent,Business,South,0
21,43999.0,13238.0,656.0,4.0,0.349,2,7,0,6561.0,3.0,11.78,20.0,Salaried,Rent,Medical,North,0
50,124644.0,36201.0,726.0,7.0,0.037,5,9,2,29339.0,4.0,11.92,23.0,Salaried,Own,Debt consolidation,South,0
49,82376.0,16633.0,688.0,8.0,0.162,0,10,2,179767.0,4.0,11.0,35.0,Contract,Own,Education,Central,0
66,36654.0,22505.0,712.0,15.0,0.523,1,9,3,127405.0,15.0,11.47,15.0,Unemployed,Rent,Debt consolidation,Central,1
45,168650.0,25131.0,700.0,9.0,0.046,0,8,4,391801.0,1.0,9.6,2.0,Salaried,Own,Business,North,0
43,63169.0,41856.0,687.0,8.0,0.154,0,3,1,46225.0,17.0,9.2,15.0,Self-employed,Rent,Debt consolidation,Central,0
24,32802.0,93522.0,708.0,12.0,0.357,0,4,0,24146.0,4.0,11.35,23.0,Salaried,Rent,Business,West,0
30,37925.0,12666.0,736.0,18.0,0.282,0,9,5,45216.0,15.0,9.32,27.0,Contract,Own,Debt consolidation,East,0
37,135711.0,22912.0,697.0,9.0,0.248,5,6,6,109808.0,5.0,13.2,30.0,Contract,Own,Debt consolidation,West,1
39,163365.0,10000.0,696.0,9.0,0.313,0,3,0,25238.0,6.0,13.6,14.0,Salaried,Own,Home improvement,East,0
38,104320.0,66909.0,671.0,7.0,0.025,0,10,2,19548.0,5.0,13.77,19.0,Salaried,Own,Other,East,0
40,123701.0,22763.0,590.0,2.0,0.06,2,10,3,18862.0,5.0,13.78,10.0,Salaried,Own,Education,West,1
58,116908.0,17593.0,692.0,13.0,0.15,0,10,0,26085.0,4.0,11.67,22.0,Salaried,Rent,Home improvement,North,0
27,81333.0,22906.0,620.0,4.0,0.066,0,13,0,40488.0,6.0,15.92,13.0,Self-employed,Own,Debt consolidation,South,0
37,71752.0,23791.0,659.0,14.0,0.341,0,13,5,128000.0,8.0,9.96,11.0,Salaried,Mortgage,Medical,Central,0
28,80573.0,12722.0,642.0,5.0,0.353,0,5,1,49070.0,5.0,8.46,3.0,Contract,Mortgage,Home improvement,South,0
